Unnamed: 0,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss,latitude,longitude
,"Rosterigränd 3, 3 tr",4350000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,57.5,,0,,2,2016.0,7350,3349,1,59.31178569999999,18.0234219
,Liljeholmsvägen 10,5000000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,52.0,,0,,3,1910.0,4800,3319,1,59.31282110000001,18.0280482
,"Liljeholmsvägen 34, 3 tr",6000000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,76.0,,1,,3,2016.0,6250,5402,1,59.31149019999999,18.0237602
,"Liljeholmsvägen 12, vån 4 av 7",5750000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,78.0,,0,,4,2008.0,11364,4709,1,59.31279879999999,18.0278843
,"Liljeholmsvägen 32, 2 tr",5400000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,72.0,,0,,1,2015.0,9324,5118,1,59.31185809999999,18.0240155
,Liljeholmstorget 42,8600000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,5.0,117.5,,0,,5,2004.0,3000,3666,1,59.3099314,18.0235637
,"Liljeholmsvägen 12, 2 tr",3165000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,41.0,,0,,1,2008.0,9485,2475,1,59.31279879999999,18.0278843
,"Liljeholmstorget 6, 6tr",7500000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,4.0,109.0,,0,,6,2004.0,3000,4516,1,59.30963089999999,18.0244267
,"Katrinebergsbacken 18, 5 tr",3370000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,53.0,,0,,4,1993.0,6000,4069,1,59.312149,18.0259458
,Katrinebergsbacken 16,3600000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,65.0,,0,,2,1993.0,7500,4370,1,59.31222270000001,18.0254708
,"Liljeholmstorget 32, 3tr",6000000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,87.5,,0,,3,2004.0,3000,2885,1,59.3097656,18.0238811
,Katrinebergsbacken 26,3740000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,65.0,,0,,1,1993.0,5400,4576,1,59.31192119999999,18.0272536
,Liljeholmstorget 42,6725000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,87.5,,0,,2,2004.0,3000,2885,1,59.3099314,18.0235637
,Liljeholmsvägen 8A,7900000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,80.0,,0,,1,1905.0,7200,2403,1,59.3129808,18.0287557
,Liljeholmsgränd 4,5000000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,57.0,,0,,4,2015.0,9600,4052,1,59.31131879999999,18.0234516
,Liljeholmsvägen 12,3300000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,41.0,,0,,1,2008.0,3000,2476,1,59.31279879999999,18.0278843
,Katrinebergsbacken 18,3400000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,58.0,,0,,2,1993.0,5500,4068,1,59.312149,18.0259458
,Liljeholmsgränd 2,4060000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,49.0,,0,,1,2015.0,5640,3484,1,59.3113256,18.0234736
,Liljeholmsvägen 32,5400000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,72.5,,0,,1,2015.0,6792,5190,1,59.31185809999999,18.0240155
,"Liljeholmstorget 14, vån 2",3650000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,41.0,,0,,1,2004.0,3300,2527,1,59.3100359,18.0248186
,Liljeholmsvägen 12,5495000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,80.0,,0,,4,2008.0,3000,4830,1,59.31279879999999,18.0278843
,"Liljeholmstorget 20B, 1tr",4620000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,66.0,,1,,2,2004.0,3000,3652,1,59.31044659999999,18.0244716
,Liljeholmsgränd 6,6400000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,78.5,,0,,1,,7200,5545,1,59.3113159,18.0234421
,Liljeholmstorget 32,4700000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,58.5,,0,,3,2004.0,7200,2173,1,59.3097656,18.0238811
,"Katrinebergsbacken 18, 4 tr",5070000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,85.0,,0,,4,1993.0,3000,5617,1,59.312149,18.0259458
,Liljeholmsvägen 32,3350000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,1.5,40.0,,0,,2,2015.0,6000,2844,1,59.31185809999999,18.0240155
,"Liljeholmstorget 96, 1tr",5430000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,80.0,,1,,7,2003.0,6000,3992,1,59.3104075,18.0227848
,"Hildebergsvägen 14, NB",5550000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,69.5,,1,,2,,9500,5025,1,59.30270520000001,18.0263345
,"Hildebergsvägen 8, 4tr",6000000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,87.0,,0,,4,,8900,5844,0,59.3031784,18.0278669
,"Hildebergsvägen 8, 4tr",7025000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,95.0,,0,,4,2005.0,8500,6218,1,59.3031784,18.0278669
,"Hildebergsvägen 24, vån 3",3310000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,51.5,,0,,1,2005.0,4800,3705,1,59.30258629999999,18.0282976
,Hildebergsvägen 8,3595000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,58.0,,0,,2,2006.0,6900,4354,1,59.3031784,18.0278669
,"Hildebergsvägen 12, 5tr.",5045000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,76.5,,0,,8,,8000,5286,1,59.3032254,18.0278466
,Nybodaringen 45,2600000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.5,43.0,,0,,0,1936.0,7680,4953,1,59.30403250000001,18.0219627
,"Hildebergsvägen 24, vån 3",3310000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,51.5,,0,,2,2005.0,4800,3705,1,59.30258629999999,18.0282976
,Nybodaringen 55,3395000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,56.7,,1,,3,1998.0,8148,5126,1,59.3041267,18.0223398
,Hildebergsvägen 6,6050000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,87.0,,0,,2,2006.0,18216,6098,1,59.3031638,18.0284189
,Nybodaringen 43,2400000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,36.0,,0,,2,1936.0,5500,4320,1,59.3040309,18.0213996
,Nybodaringen 107,5750000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,95.0,,0,,1,1998.0,29080,6039,1,59.3037047,18.0252485
,"Hildebergsvägen 2, 2tr",6350000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,95.0,,0,,2,,9400,6489,1,59.3028335,18.0293959
,Hildebergsvägen 6,5250000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,76.5,,0,,3,2006.0,1680,5820,1,59.3031638,18.0284189
,"Nybodaringen 45, vån 3/3",2025000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,1.0,30.0,,0,,3,1936.0,3000,3711,1,59.30403250000001,18.0219627
,Nybodaringen 73,5750000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,90.5,,1,,1,1998.0,14568,8248,1,59.3041303,18.0228588
,Hildebergsvägen 20,2500000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,1.0,38.5,,0,,2,2005.0,3360,3472,1,59.3025953,18.027427
,"Hildebergsvägen 10, 4tr",6100000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,87.0,,0,,1,,9400,5844,1,59.3031193,18.0272866
,"Hildebergsvägen 10, 2tr",5000000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,76.0,,0,,2,2006.0,6000,5867,1,59.3031193,18.0272866
,"Hildebergsvägen 10, 2tr",5000000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,76.0,,0,,5,2006.0,6000,5867,1,59.3031193,18.0272866
,"Hildebergsvägen 6, 2tr",3660000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,58.0,,0,,1,,5600,4541,1,59.3031638,18.0284189
,"Hildebergsvägen 28, högst upp!",3000000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,45.5,,0,,2,,7200,3453,1,59.30262880000001,18.0290625
,Hildebergsvägen 28,5600000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,80.0,,0,,2,2005.0,9000,5036,1,59.30262880000001,18.0290625
,"Hildebergsvägen 26, 2tr",5125000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,79.0,,0,,2,,7800,4889,1,59.30260559999999,18.0286873
,Nybodaringen 3,3300000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,55.0,,1,,3,1998.0,9361,5008,1,59.3030554,18.0219766
,Nybodaringen 33,5800000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,90.5,,1,,1,1998.0,9240,8248,1,59.3035137,18.021909
,Nybodaringen 105,5050000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,75.0,,0,,1,1998.0,5400,5111,1,59.303713,18.0257685
,Nybodaringen 32,3350000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,56.7,,1,,1,,8688,5126,1,59.30298990000001,18.0231063
,Nybodaringen 23,3400000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,56.7,,0,,1,1997.0,5652,5126,1,59.303358,18.0219719
,"Nybodaringen 45, 3tr",2495000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,42.0,,0,,4,,6000,4900,1,59.30403250000001,18.0219627
,Hildebergsvägen 12,6100000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,87.0,,0,,2,2006.0,10200,5844,1,59.3032254,18.0278466
,Hildebergsvägen 20,2500000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,1.0,38.5,,0,,0,2005.0,3360,3472,1,59.3025953,18.027427
,Nybodaringen 23,3400000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,56.7,,0,,3,1997.0,5652,5126,1,59.303358,18.0219719
,"Hildebergsvägen 8, 1tr",4675000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,76.5,,0,,1,,8000,5286,1,59.3031784,18.0278669
,"Hildebergsvägen 28, högst upp!",3000000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,45.5,,0,,5,,7200,3453,1,59.30262880000001,18.0290625
,"Hildebergsvägen 8, 4tr",6000000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,87.0,,0,,1,,8900,5844,0,59.3031784,18.0278669
,Hildebergsvägen 16,3175000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,46.5,,0,,2,2005.0,1800,3807,1,59.3026668,18.0266396
,Hildebergsvägen 20,5575000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,79.0,,0,,-1,,3000,5554,1,59.3025953,18.027427
,Nybodaringen 103,4000000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,63.0,,0,,1,1998.0,21180,4463,1,59.3037676,18.0262859
,Nybodaringen 93,5795000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,83.0,,1,,2,,13300,5058,1,59.3046448,18.0259433
,"Nybodaringen 107, 3tr",5555000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,4.0,75.0,,0,,1,,19900,5108,1,59.3037047,18.0252485
,Nybodaringen 55,3395000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,2.0,56.7,,1,,2,1998.0,8148,5126,1,59.3041267,18.0223398
,Hildebergsvägen 2,5100000,11762,Stockholms kommun,42855,Lägenhet,Bostadsrätt,3.0,76.5,,0,,1,2006.0,6000,5519,1,59.3028335,18.0293959
,Nybohovsgränd 48,4595000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,4.0,93.0,,0,,3,1962.0,3000,4717,1,59.30785379999999,18.0198862
,"Nybohovsbacken 31, vån 11",4400000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,2.0,58.0,,0,,1,1962.0,3600,2815,1,59.3083261,18.0217104
,"Nybohovsbacken 31, 1tr",6250000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,4.0,95.0,,0,,1,1962.0,6000,4211,1,59.3083261,18.0217104
,Nybohovsgränd 32,2735000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,1.0,42.0,,0,,4,1962.0,3000,2130,1,59.30807170000001,18.0175975
,"Nybohovsbacken 35K, vån 2",3600000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,2.0,43.0,,1,,1,2017.0,4800,3210,1,59.3090782,18.0185325
,"Nybohovsbacken 35i, 1tr",2850000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,1.0,36.0,,0,,1,2017.0,3000,2772,1,59.3089817,18.018687
,Nybohovsbacken 35C,5250000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,65.0,,0,,2,2017.0,9960,4429,1,59.308918,18.019764
,Nybohovsgränd 14,3825000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,71.0,,0,,2,1962.0,3000,3193,1,59.3084319,18.0184286
,"Nybohovsbacken 31, vån 12/12",5312000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,72.0,,0,,1,1962.0,3000,3343,1,59.3083261,18.0217104
,"Nybohovsgränd 4, 2tr",3995000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,71.0,,0,,1,,7300,3297,1,59.3086235,18.0169604
,"Liljeholmstorget 16, vån 4",8150000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,4.0,122.5,,0,,4,2006.0,10200,4959,1,59.3100938,18.0247722
,"Nybohovsgränd 38, vån 3",4000000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,78.0,,0,,2,1962.0,3000,3955,1,59.30797859999999,18.0185484
,"Nybohovsbacken 31, 11tr",6695000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,4.0,96.0,,0,,2,1962.0,3000,4249,1,59.3083261,18.0217104
,"Nybohovsgränd 32, vån 3",3610000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,76.0,,0,,8,1962.0,3000,3854,1,59.30807170000001,18.0175975
,"Nybohovsbacken 31, vån 12/12",7200000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,4.0,96.0,,0,,1,1962.0,4200,4249,1,59.3083261,18.0217104
,"Nybohovsbacken 42, vån 2",5240000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,69.0,,0,,1,2018.0,3000,5913,1,59.3092741,18.0192332
,"Nybohovsbacken 35C, vån 3",7250000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,4.0,81.0,,0,,3,2017.0,6000,4925,1,59.308918,18.019764
,"Nybohovsgränd 50, 4/4tr",4150000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,76.0,,0,,3,1962.0,3000,3854,1,59.30794679999999,18.0200763
,"Nybohovsgränd 44, 1,5tr",4110000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,78.0,,0,,1,1962.0,4800,3955,1,59.30790099999999,18.0193776
,"Nybohovsbacken 29, vån 13/13",7910000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,4.0,96.0,,0,,1,1962.0,4800,4249,1,59.3086438,18.0221769
,"Nybohovsbacken 31, 4tr",4850000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,72.0,,0,,4,1962.0,3000,3343,1,59.3083261,18.0217104
,"Nybohovsbacken 21, 11tr",4895000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,71.0,,0,,2,1962.0,3000,3306,1,59.3089624,18.0226765
,Nybohovsbacken 35D,3500000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,2.0,63.0,,1,,1,2017.0,6000,3940,1,59.3089933,18.0195246
,Nybohovsbacken 35D,3500000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,2.0,63.0,,1,,4,2017.0,6000,3940,1,59.3089933,18.0195246
,"Nybohovsbacken 35K, 3tr",5100000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,70.0,,0,,3,2017.0,11880,4378,1,59.3090782,18.0185325
,"Nybohovsgränd 28, vån 3",4420000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,4.0,90.0,,0,,4,1962.0,6000,4564,1,59.30809589999999,18.0171832
,Nybohovsbacken 35i,3350000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,2.0,42.0,,1,,2,2017.0,3000,3174,1,59.3089817,18.018687
,"Nybohovsgränd 10, 1tr",4370000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,71.0,,0,,4,1962.0,3000,3297,1,59.3085236,18.0177266
,"Nybohovsbacken 21, 5 tr",5300000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,71.0,,0,,2,1962.0,5040,3306,1,59.3089624,18.0226765
,Nybohovsbacken 35D,3500000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,2.0,63.0,,1,,2,2017.0,6000,3940,1,59.3089933,18.0195246
,"Nybohovsbacken 35K, vån 2",5400000,11763,Stockholms kommun,32824,Lägenhet,Bostadsrätt,3.0,65.0,,0,,2,2017.0,4800,4195,1,59.3090782,18.0185325
,"Nybohovsbacken 52, 1tr",4300000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,4.0,79.0,,0,,2,1962.0,3000,3395,1,59.3091649,18.0156857
,Nybohovsbacken 52,4650000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,4.0,79.0,,0,,2,1962.0,3000,3645,1,59.3091649,18.0156857
,"Nybohovsbacken 85, 3tr",3900000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,3.0,76.0,,0,,3,1960.0,3000,4798,1,59.30829780000001,18.0133497
,Nybohovsbacken 97,3650000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,2.0,59.0,,0,,3,1960.0,8148,2476,1,59.30768399999999,18.0130446
,"Nybohovsbacken 68, 3tr",6000000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,4.0,82.0,,0,,1,,10400,5815,1,59.30918570000001,18.0120472
,Nybohovsbacken 67,3650000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,2.0,59.0,,0,,3,1962.0,4200,2476,1,59.30820600000001,18.0151894
,"Nybohovsbacken 83, 8tr",6600000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,4.0,97.0,,0,,8,1960.0,3000,4071,1,59.3078628,18.0137576
,"Nybohovsbacken 68, 3tr",6000000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,4.0,82.0,,0,,3,,10400,5815,1,59.30918570000001,18.0120472
,Nybohovsbacken 67,3850000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,2.0,59.0,,0,,2,1962.0,3000,2476,1,59.30820600000001,18.0151894
,Nybohovsbacken 65,3520000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,2.0,59.0,,0,,2,1960.0,4800,2476,1,59.3083791,18.0159028
,"Nybohovsbacken 77, 2tr",3780000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,3.0,71.0,,0,,5,1960.0,3000,4479,1,59.30844990000001,18.0139511
,"Nybohovsbacken 99, 10 tr ACCEPTERAT PRIS",3750000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,2.0,59.0,,0,,1,1960.0,6000,2476,1,59.3075182,18.0123279
,Nybohovsbacken 85,2880000,11764,Stockholms kommun,27086,Lägenhet,Bostadsrätt,3.0,56.0,,0,,1,1960.0,3000,3561,1,59.30829780000001,18.0133497
,"Sannadalsvägen 18, 2tr",3600000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,2.0,45.0,,0,,7,1938.0,3000,3161,1,59.3148561,18.0133253
,"Ljusstöparbacken 1, vån 11,5",7050000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,4.0,77.0,,0,,1,1960.0,4800,5023,1,59.3140995,18.0121111
,Sannadalsvägen 20,3450000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,2.0,45.0,,0,,1,1938.0,3000,4067,1,59.3148784,18.0135897
,Ljusstöparbacken 1,4795000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,77.0,,0,,1,1959.0,3000,4594,1,59.3140995,18.0121111
,"Lövholmsvägen 82, 1tr",6350000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,4.0,82.0,,0,,2,2015.0,3000,4932,1,59.31419409999999,18.0082777
,Ljusstöparbacken 24,2800000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,1.0,32.5,,0,,1,1959.0,3000,2176,1,59.31443959999999,18.0088948
,Lövholmsvägen 19,5650000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,70.0,,0,,4,1986.0,3000,5060,0,59.3135189,18.0201208
,"Lövholmsvägen 21, 3 tr",4465000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,2.5,59.0,,0,,1,1986.0,3000,4265,1,59.3135655,18.0189564
,Sannadalsvägen 12,5050000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,65.0,,0,,3,1938.0,7500,4022,1,59.3145785,18.0134684
,"Sannadalsvägen 1, vån 1",4200000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,2.0,62.0,,0,,2,1985.0,3000,3518,1,59.31428769999999,18.012908
,Lövholmsvägen 76,4400000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,2.0,64.0,,0,,2,2016.0,5000,4108,1,59.3138356,18.0089984
,Lövholmsvägen 74,5665000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,79.0,,0,,3,2016.0,4000,4494,1,59.3137971,18.0091487
,"Lövholmsvägen 19, 3 tr",5020000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,70.0,,0,,0,1986.0,3000,5060,1,59.3135189,18.0201208
,Blommensbergsvägen 112,6300000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,86.0,,0,,2,1907.0,7500,4674,1,59.3115944,18.0073019
,Lövholmsvägen 21,6260000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,77.0,,0,,1,1986.0,3000,5566,1,59.3135655,18.0189564
,Ljusstöparbacken 24,2400000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,1.5,32.5,,0,,1,1959.0,4872,2176,1,59.31443959999999,18.0088948
,"Grenljusbacken 26, 3.5tr",5300000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,74.5,,0,,7,1960.0,3000,4870,1,59.31361930000001,18.0105923
,Lövholmsvägen 88,5500000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,70.0,,0,,1,2016.0,4000,4356,1,59.31462800000001,18.0076471
,"Ljusstöparbacken 1, 1,5tr",4595000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,77.0,,0,,3,1960.0,3000,4809,1,59.3140995,18.0121111
,"Ljusstöparbacken 1, 5,5tr",6000000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.5,84.5,,0,,3,1959.0,8340,5450,1,59.3140995,18.0121111
,"Lövholmsvägen 80, vån 4/4",8150000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,4.0,94.0,,0,,4,2016.0,4000,5506,1,59.31409279999999,18.008473
,Sannadalsvägen 22,3610000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,2.0,45.0,,0,,6,1938.0,4560,3759,1,59.31489189999999,18.01385
,Grenljusbacken 26,7900000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,5.0,147.0,,0,,1,,10800,7685,1,59.31361930000001,18.0105923
,"Grenljusbacken 21, 11tr",6800000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,85.0,,0,,1,1959.0,3000,3382,1,59.3136273,18.0117694
,"Sannadalsvägen 14, 1 tr",6000000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,4.0,71.0,,0,,1,1938.0,3000,4474,1,59.3145684,18.013801
,Sannadalsvägen 20,3450000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,2.0,45.0,,0,,3,1938.0,3000,4067,1,59.3148784,18.0135897
,Grenljusbacken 21,5350000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,74.0,,0,,2,1959.0,7800,3116,1,59.3136273,18.0117694
,Sannadalsvägen 1,4400000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,2.0,62.0,,1,,1,1985.0,6000,4134,1,59.31428769999999,18.012908
,"Ljusstöparbacken 22A, 1tr",8650000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,5.0,103.0,,0,,1,1960.0,6900,5750,0,59.314521,18.0088674
,"Sannadalsvägen 1, 2 tr",4150000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,2.0,62.0,,0,,2,,6600,4144,1,59.31428769999999,18.012908
,"Ljusstöparbacken 1, 5,5tr",6000000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.5,84.5,,0,,5,1959.0,8340,5450,1,59.3140995,18.0121111
,Lövholmsvägen 19,5650000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,70.0,,0,,2,1986.0,3000,5060,0,59.3135189,18.0201208
,Ljusstöparbacken 11A,2000000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,1.0,22.0,,0,,1,1959.0,4000,1410,1,59.31458180000001,18.009866
,"Ljusstöparbacken 22B, 1tr, etage",6800000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,4.0,92.0,,0,,5,1960.0,12360,5480,1,59.3145957,18.008888
,"Lövholmsvägen 19, 3tr",6825000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,4.0,84.0,,0,,1,1986.0,7500,6071,1,59.3135189,18.0201208
,"Ljusstöparbacken 22B, vån 2",4825000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,74.0,,0,,2,1960.0,4800,4748,1,59.3145957,18.008888
,"Ljusstöparbacken 1, vån 8",6250000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,77.0,,0,,8,1960.0,4800,4992,1,59.3140995,18.0121111
,"Sannadalsvägen 14, 1 tr",6000000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,4.0,71.0,,0,,2,1938.0,3000,4474,1,59.3145684,18.013801
,"Sannadalsvägen 3, vån 4/4",5100000,11765,Stockholms kommun,38147,Lägenhet,Bostadsrätt,3.0,62.0,,0,,1,1985.0,3600,4250,1,59.3147726,18.0125389
