,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss,Slutpris_delat,inkomst_delat
159,"Lindhagensgatan 65, 1.5tr",3000000,11243,Stockholms kommun,35597,Lägenhet,Bostadsrätt,1.5,27.5,,0,,2,1926.0,3000,2119,1,30.0,3.5597
160,Nicandervägen 7,3420000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,2.0,43.0,,0,,2,1939.0,4200,2536,1,34.2,3.5637
161,"Kristinebergsvägen 1, 4tr",3100000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,1.0,36.0,,0,,1,1927.0,7500,2586,1,31.0,3.5637
162,Creutzgatan 1,3175000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,1.0,34.0,,1,,1,1928.0,1500,2656,1,31.75,3.5637
163,Creutzgatan 5,3000000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,1.0,35.0,,0,,1,1926.0,3000,1844,1,30.0,3.5637
164,Creutzgatan 1,3175000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,1.0,34.0,,1,,1,1928.0,1500,2656,1,31.75,3.5637
165,Creutzgatan 2,3420000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,1.0,40.5,,0,,2,1927.0,3000,2287,1,34.2,3.5637
166,Nicandervägen 7,3420000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,2.0,43.0,,0,,1,1939.0,4200,2536,1,34.2,3.5637
167,Creutzgatan 7,3300000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,1.0,35.0,,0,,1,1927.0,8820,2284,1,33.0,3.5637
168,Creutzgatan 7,3300000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,1.0,35.0,,0,,4,1927.0,8820,2284,1,33.0,3.5637
169,Creutzgatan 5,3000000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,1.0,35.0,,0,,1,1926.0,3000,1844,1,30.0,3.5637
170,"Kristinebergsvägen 1, 4tr",3100000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,1.0,36.0,,0,,-1,1927.0,7500,2586,1,31.0,3.5637
171,Creutzgatan 11,3425000,11244,Stockholms kommun,35637,Lägenhet,Bostadsrätt,1.5,39.0,,0,,3,1926.0,3000,2148,1,34.25,3.5637
172,Fleminggatan 89,3240000,11245,Stockholms kommun,40511,Lägenhet,Bostadsrätt,1.0,28.0,,0,,1,1885.0,4800,1078,1,32.4,4.0511
173,Fleminggatan 89,3240000,11245,Stockholms kommun,40511,Lägenhet,Bostadsrätt,1.0,28.0,,0,,4,1885.0,4800,1078,1,32.4,4.0511
174,"Fleminggatan 107, 3 tr",3400000,11245,Stockholms kommun,40511,Lägenhet,Bostadsrätt,1.0,36.0,,0,,2,1909.0,3000,2294,1,34.0,4.0511
175,Industrigatan 9,2780000,11246,Stockholms kommun,50551,Lägenhet,Bostadsrätt,1.0,21.0,,0,,1,1933.0,6605,1154,1,27.8,5.0551
176,Industrigatan 7A,3230000,11246,Stockholms kommun,50551,Lägenhet,Bostadsrätt,2.0,42.0,,0,,3,1941.0,3000,3325,1,32.3,5.0551
177,Industrigatan 7A,3350000,11246,Stockholms kommun,50551,Lägenhet,Bostadsrätt,2.0,32.0,,0,,3,1941.0,6552,2533,1,33.5,5.0551
178,"Industrigatan 7A, 2 tr",3105000,11246,Stockholms kommun,50551,Lägenhet,Bostadsrätt,2.0,36.0,,0,,4,1941.0,3000,2850,1,31.05,5.0551
179,Industrigatan 9,2685000,11246,Stockholms kommun,50551,Lägenhet,Bostadsrätt,1.0,22.0,,0,,5,1933.0,5160,1271,1,26.85,5.0551
180,"Industrigatan 7A, 2 tr",3105000,11246,Stockholms kommun,50551,Lägenhet,Bostadsrätt,2.0,36.0,,0,,2,1941.0,3000,2850,1,31.05,5.0551
181,Industrigatan 9,2700000,11246,Stockholms kommun,50551,Lägenhet,Bostadsrätt,1.0,23.0,,0,,1,1933.0,3000,1330,1,27.0,5.0551
182,Industrigatan 7A,3230000,11246,Stockholms kommun,50551,Lägenhet,Bostadsrätt,2.0,42.0,,0,,2,1941.0,3000,3325,1,32.3,5.0551
183,"Alströmergatan 32I, vån 3",2950000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,27.0,,0,,2,1929.0,4800,1773,1,29.5,3.9739
184,Alströmergatan 32Q,3460000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.5,34.0,,0,,1,1928.0,3000,2081,1,34.6,3.9739
185,Alströmergatan 49,2600000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,24.0,,0,,2,1929.0,3000,1968,1,26.0,3.9739
186,Alströmergatan 32 A,3500000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.5,35.0,,0,,4,1929.0,3000,2081,1,35.0,3.9739
187,"Alströmergatan 32L, 3 tr",3100000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,28.0,,0,,3,1928.0,3000,1773,1,31.0,3.9739
188,Alströmergatan 32L,3075000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,28.0,,0,,-1,1928.0,3000,1773,1,30.75,3.9739
189,Alströmergatan 32L,3075000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,28.0,,0,,3,1928.0,3000,1773,1,30.75,3.9739
190,Alströmergatan 32L,3100000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.5,28.0,,0,,1,1928.0,3000,1773,1,31.0,3.9739
191,Alströmergatan 32S,3000000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,30.0,,0,,2,1929.0,4242,1849,1,30.0,3.9739
192,Alströmergatan 32S,3000000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,30.0,,0,,5,1929.0,4242,1849,1,30.0,3.9739
193,Alströmergatan 32S,3000000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,30.0,,0,,1,1929.0,4242,1849,1,30.0,3.9739
194,Alströmergatan 32U,2900000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,25.0,,0,,1,1928.0,6000,1695,1,29.0,3.9739
195,Alströmergatan 32E,2090000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,20.0,,0,,0,1928.0,3000,1232,1,20.9,3.9739
196,"Alströmergatan 32E, 2 tr",3270000,11247,Stockholms kommun,39739,Lägenhet,Bostadsrätt,1.0,32.0,,0,,1,1929.0,3000,2081,1,32.7,3.9739
197,"Kungsholms Strand 143, 1,5 tr",3400000,11248,Stockholms kommun,38060,Lägenhet,Bostadsrätt,1.0,33.0,,1,,2,1934.0,3000,1545,1,34.0,3.806
198,Kungsholms strand 171,3450000,11248,Stockholms kommun,38060,Lägenhet,Bostadsrätt,1.0,32.0,,0,,2,1930.0,3000,2346,1,34.5,3.806
199,Kungsholms strand 183,3450000,11248,Stockholms kommun,38060,Lägenhet,Bostadsrätt,1.0,30.0,,0,,1,1929.0,4300,1847,1,34.5,3.806
200,Kungsholms strand 171,3450000,11248,Stockholms kommun,38060,Lägenhet,Bostadsrätt,1.0,32.0,,0,,4,1930.0,3000,2346,1,34.5,3.806
201,"Kungsholms Strand 143, 1,5 tr",3400000,11248,Stockholms kommun,38060,Lägenhet,Bostadsrätt,1.0,33.0,,1,,3,1934.0,3000,1545,1,34.0,3.806
202,"Igeldammsgatan 38, 2 tr",3400000,11249,Stockholms kommun,45100,Lägenhet,Bostadsrätt,2.0,35.0,,0,,2,1930.0,3000,2807,1,34.0,4.51
203,"Igeldammsgatan 38, 2 tr",3400000,11249,Stockholms kommun,45100,Lägenhet,Bostadsrätt,2.0,35.0,,0,,4,1930.0,3000,2807,1,34.0,4.51
204,"Svarvargatan 10, 2tr",2850000,11249,Stockholms kommun,45100,Lägenhet,Bostadsrätt,1.0,24.0,,0,,3,1931.0,3000,1679,1,28.5,4.51
205,"Svarvargatan 12, 1tr",3050000,11249,Stockholms kommun,45100,Lägenhet,Bostadsrätt,1.0,30.0,,0,,3,1930.0,3000,1780,1,30.5,4.51
206,Igeldammsgatan 12,3025000,11249,Stockholms kommun,45100,Lägenhet,Bostadsrätt,1.0,26.0,,0,,2,1929.0,4800,1773,1,30.25,4.51
207,"Igeldammsgatan 38, 4 tr",3460000,11249,Stockholms kommun,45100,Lägenhet,Bostadsrätt,2.0,35.0,,0,,2,1930.0,3000,3003,1,34.6,4.51
208,"John Bergs Plan 7, 4 tr",3260000,11250,Stockholms kommun,32489,Lägenhet,Bostadsrätt,2.0,31.0,,0,,4,1937.0,3000,2808,1,32.6,3.2489
209,"John Bergs Plan 8, 4tr",3410000,11250,Stockholms kommun,32489,Lägenhet,Bostadsrätt,1.5,27.0,,0,,1,1938.0,3000,2531,1,34.1,3.2489
210,"John Bergs Plan 7, 4 tr",3260000,11250,Stockholms kommun,32489,Lägenhet,Bostadsrätt,2.0,31.0,,0,,1,1937.0,3000,2808,1,32.6,3.2489
211,"John Bergs Plan 7, 2 tr",3320000,11250,Stockholms kommun,32489,Lägenhet,Bostadsrätt,1.0,31.0,,0,,3,1937.0,3000,2764,1,33.2,3.2489
212,John Bergs Plan 2,2995000,11250,Stockholms kommun,32489,Lägenhet,Bostadsrätt,1.0,38.0,,0,,4,1936.0,3000,1754,1,29.95,3.2489
213,"John Bergs Plan 7, 2 tr",3320000,11250,Stockholms kommun,32489,Lägenhet,Bostadsrätt,1.0,31.0,,0,,2,1937.0,3000,2764,1,33.2,3.2489
214,John bergs plan 7,2380000,11250,Stockholms kommun,32489,Lägenhet,Bostadsrätt,1.0,21.0,,0,,0,1937.0,3000,1774,1,23.8,3.2489
215,Ola Hanssonsgatan 4,3100000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,2.0,38.0,,0,,1,1933.0,4860,3018,1,31.0,3.8116
216,"Ola Hanssonsgatan 7, vån 2/3",2840000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,1.0,26.0,,0,,3,1934.0,2040,1950,1,28.4,3.8116
217,Ola hanssonsgatan 3,2700000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,1.0,28.0,,0,,6,1934.0,2000,1880,1,27.0,3.8116
218,Ola Hanssonsgatan 4,3300000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,2.0,35.5,,0,,3,1933.0,6400,3117,1,33.0,3.8116
219,Ola Hanssonsgatan 4,3400000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,2.0,36.0,,0,,2,1933.0,3000,3185,1,34.0,3.8116
220,Levertinsgatan 5,2910000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,1.5,35.0,,0,,2,1931.0,6500,2423,1,29.1,3.8116
221,Ola hanssonsgatan 9,2925000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,1.0,30.0,,0,,1,1934.0,1395,1883,1,29.25,3.8116
222,Ola Hanssonsgatan 7,2900000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,1.0,28.0,,0,,3,1934.0,6000,2092,1,29.0,3.8116
223,Levertinsgatan 1,2950000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,1.5,35.0,,0,,1,1931.0,3000,2481,1,29.5,3.8116
224,Ola hanssonsgatan 1,2600000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,1.0,25.0,,0,,2,1934.0,4000,1514,1,26.0,3.8116
225,Ola hanssonsgatan 9,3150000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,1.5,31.0,,0,,3,1934.0,3000,2277,1,31.5,3.8116
226,"Ola Hanssonsgatan 6, vån 5/5",3500000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,2.0,37.0,,0,,3,1933.0,5200,3343,1,35.0,3.8116
227,Levertinsgatan 5,2550000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,1.0,23.0,,0,,3,1931.0,4560,1620,1,25.5,3.8116
228,Ola Hanssonsgatan 4,3100000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,2.0,38.0,,0,,0,1933.0,4860,3018,1,31.0,3.8116
229,Ola hanssonsgatan 9,3150000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,1.5,31.0,,0,,1,1934.0,3000,2277,1,31.5,3.8116
230,Ola Hanssonsgatan 4,3300000,11252,Stockholms kommun,38116,Lägenhet,Bostadsrätt,2.0,35.5,,0,,3,1933.0,6400,3117,1,33.0,3.8116
231,Lidnersgatan 10,3300000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,36.0,,0,,3,1938.0,3000,2812,1,33.0,3.6733
232,"Lidnersgatan 10B, 3tr",3350000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,38.0,,0,,3,1938.0,4404,3219,1,33.5,3.6733
233,Lidnersgatan 10,3300000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,36.0,,0,,1,1938.0,3000,2812,1,33.0,3.6733
234,"Love Almqvists väg 4B, 5tr",3400000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,38.0,,0,,5,1934.0,5028,3405,1,34.0,3.6733
235,"Lidnersplan 6, 3tr",3475000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,33.0,,0,,6,1938.0,4400,1808,1,34.75,3.6733
236,"Lidnersgatan 10, 6 tr",3300000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,39.5,,0,,2,,4200,3410,1,33.0,3.6733
237,"Love almqvists väg 4A, vån 5/5",3250000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,37.5,,0,,4,1935.0,6200,3374,1,32.5,3.6733
238,Lidnersgatan 10B,2200000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,1.0,22.0,,0,,0,1938.0,3000,1907,1,22.0,3.6733
239,Lidnersgatan 12 A,2975000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,1.0,33.0,,0,,1,1938.0,3000,2681,1,29.75,3.6733
240,"Lidnersgatan 12A, Vån 5 av 6",3200000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,39.5,,0,,1,1938.0,6200,3364,1,32.0,3.6733
241,"Love Almqvists väg 4B, 5tr",3400000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,38.0,,0,,1,1934.0,5028,3405,1,34.0,3.6733
242,Lidnersgatan 10A,2735000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,1.0,33.0,,0,,2,1938.0,8618,2680,1,27.35,3.6733
243,"Lidnersgatan 10A, vån 5",3150000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,33.0,,0,,5,1938.0,6012,2845,1,31.5,3.6733
244,"Love Almqvists Väg 4A, våning 3!",3160000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,37.5,,0,,2,1935.0,5676,3339,1,31.6,3.6733
245,Lidnersgatan 10,2350000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,1.0,22.0,,0,,0,1938.0,4188,1907,1,23.5,3.6733
246,"Lidnersgatan 10, 6 tr",3300000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,39.5,,0,,6,,4200,3410,0,33.0,3.6733
247,"Lidnersgatan 12A, 5tr",3200000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,33.0,,0,,2,1938.0,3000,2845,1,32.0,3.6733
248,Lidnersgatan 10 B,3050000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,33.0,,0,,2,1938.0,3000,2817,1,30.5,3.6733
249,"Lidnersgatan 12A, Vån 5 av 6",3200000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,39.5,,0,,-1,1938.0,6200,3364,1,32.0,3.6733
250,"Lidnersgatan 6, 4tr",3400000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,39.5,,0,,2,1938.0,4800,3419,1,34.0,3.6733
251,Lidnersgatan 10A,2995000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,33.0,,0,,2,1938.0,6120,2757,1,29.95,3.6733
252,"Lidnersgatan 10A, vån 5",3150000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,33.0,,0,,1,1938.0,6012,2845,1,31.5,3.6733
253,Lidnersgatan 12A,3075000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,1.5,33.0,,0,,-1,1938.0,5741,2628,1,30.75,3.6733
254,Lidnersgatan 10A,3200000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,33.0,,0,,3,1938.0,5600,2817,1,32.0,3.6733
255,Lidnersgatan 12B,3270000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,39.5,,0,,4,1938.0,3000,3402,1,32.7,3.6733
256,"Lidnersplan 6, 3tr",3475000,11253,Stockholms kommun,36733,Lägenhet,Bostadsrätt,2.0,33.0,,0,,2,1938.0,4400,1808,1,34.75,3.6733
257,"Orvar Odds Väg 51, 3 tr",3400000,11254,Stockholms kommun,40802,Lägenhet,Bostadsrätt,1.5,35.0,,0,,2,1937.0,4284,2106,1,34.0,4.0802
258,Fredhällsgatan 9,2340000,11254,Stockholms kommun,40802,Lägenhet,Bostadsrätt,1.0,20.0,,0,,0,1931.0,1300,1143,0,23.4,4.0802
259,"Orvar Odds Väg 51, 3 tr",3400000,11254,Stockholms kommun,40802,Lägenhet,Bostadsrätt,1.5,35.0,,0,,3,1937.0,4284,2106,1,34.0,4.0802
260,"Vitalisvägen 11, vån 2",2785000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.0,26.5,,0,,2,1931.0,3720,1866,1,27.85,3.5302
261,Runiusgatan 5,3260000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,38.0,,0,,2,1931.0,3000,1590,1,32.6,3.5302
262,"Adlerbethsgatan 15, 3tr",3250000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,34.0,,0,,2,1931.0,3948,2259,1,32.5,3.5302
263,Vitalisvägen 5,3330000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,39.5,,0,,4,1931.0,4800,2460,1,33.3,3.5302
264,Vitalisvägen 4,3100000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.0,35.0,,0,,0,,3600,2225,1,31.0,3.5302
265,Ernst Ahlgrens väg 8,3335000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,39.5,1 m²,0,,1,1933.0,3000,2642,1,33.35,3.5302
266,"Ernst Ahlgrens Väg 5, 2tr",3420000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,38.0,,0,,1,1931.0,10116,2468,1,34.2,3.5302
267,"Vitalisvägen 7, 2tr",3195000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,40.0,,0,,3,1931.0,4656,2573,1,31.95,3.5302
268,Adlerbethsgatan 17,3125000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,34.0,,0,,1,1931.0,3000,2190,1,31.25,3.5302
269,Adlerbethsgatan 15,3100000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,34.0,,0,,2,1931.0,1044,2172,1,31.0,3.5302
270,"Ernst Ahlgrens Väg 3, 2tr",3160000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,34.0,,0,,2,1931.0,9228,2259,0,31.6,3.5302
271,"Adlerbethsgatan 15, 3tr",3250000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,34.0,,0,,3,1931.0,3948,2259,1,32.5,3.5302
272,Adlerbethsgatan 15,3180000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,34.0,,0,,1,,8904,2172,1,31.8,3.5302
273,Runiusgatan 7,3300000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,46.0,,0,,2,1931.0,3000,1976,1,33.0,3.5302
274,"Adlerbethsgatan 15, 2tr",3240000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,34.0,,0,,2,1931.0,5640,2259,1,32.4,3.5302
275,Runiusgatan 5,3240000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,47.0,,0,,3,1931.0,3000,2019,1,32.4,3.5302
276,Vitalisvägen 6,3500000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,38.5,,0,,1,1931.0,3000,2427,1,35.0,3.5302
277,Ernst Ahlgrens väg 8,3300000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,34.0,,0,,5,1931.0,3000,2190,1,33.0,3.5302
278,Vitalisvägen 5,3450000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,38.0,,0,,2,1931.0,3000,2399,1,34.5,3.5302
279,"Ernst Ahlgrens Väg 5, 2tr",3420000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,38.0,,0,,1,1931.0,10116,2468,1,34.2,3.5302
280,"Adlerbethsgatan 17, 3tr",3275000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,34.0,,0,,3,1931.0,7920,2259,1,32.75,3.5302
281,Runiusgatan 7,3300000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,46.0,,0,,2,1931.0,3000,1976,1,33.0,3.5302
282,Vitalisvägen 3,3150000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,34.5,,0,,1,1931.0,3000,2198,1,31.5,3.5302
283,"Runiusgatan 7, 1,5 tr",2940000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,38.0,,0,,1,1931.0,6120,1703,1,29.4,3.5302
284,"Adlerbethsgatan 15, 4tr",3400000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,45.0,,0,,4,1931.0,8376,2835,1,34.0,3.5302
285,"Vitalisvägen 11, 2tr",3225000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,40.0,,0,,1,,6756,2573,1,32.25,3.5302
286,Adlerbethsgatan 17,3125000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,34.0,,0,,3,1931.0,3000,2190,1,31.25,3.5302
287,Vitalisvägen 13,2950000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.0,33.5,,0,,1,1931.0,4800,2146,1,29.5,3.5302
288,"Vitalisvägen 7, 2tr",3195000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,40.0,,0,,1,1931.0,4656,2573,1,31.95,3.5302
289,Vitalisvägen 3,3150000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,34.5,,0,,2,1931.0,3000,2198,1,31.5,3.5302
290,Runiusgatan 5,3260000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,38.0,,0,,1,1931.0,3000,1590,1,32.6,3.5302
291,"Adlerbethsgatan 17, 3tr",3275000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,34.0,,0,,1,1931.0,7920,2259,1,32.75,3.5302
292,Vitalisvägen 4,3100000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.0,35.0,,0,,0,,3600,2225,1,31.0,3.5302
293,Runiusgatan 5,3240000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,47.0,,0,,1,1931.0,3000,2019,1,32.4,3.5302
294,"Ernst Ahlgrens Väg 4, 3tr",3240000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,34.0,,0,,1,1931.0,5604,2259,1,32.4,3.5302
295,"Adlerbethsgatan 15, 4tr",3400000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,2.0,45.0,,0,,4,1931.0,8376,2835,1,34.0,3.5302
296,"Vitalisvägen 11, 2tr",3225000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,40.0,,0,,1,,6756,2573,1,32.25,3.5302
297,"Ernst Ahlgrens väg 3, 1tr.",3115000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.0,34.0,,0,,2,1932.0,6600,2172,1,31.15,3.5302
298,"Ernst Ahlgrens Väg 4, 3tr",3240000,11255,Stockholms kommun,35302,Lägenhet,Bostadsrätt,1.5,34.0,,0,,3,1931.0,5604,2259,1,32.4,3.5302
299,"Rålambsvägen 48, 3tr",3000000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,2.0,33.0,,0,,3,1931.0,9828,2154,1,30.0,3.6628
300,Rålambsvägen 69,3350000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,2.0,37.0,,0,,1,1935.0,3000,3209,1,33.5,3.6628
301,Rålambsvägen 48,3450000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,2.0,36.0,,0,,2,1931.0,6100,2312,1,34.5,3.6628
302,Frödingsvägen 1,2860000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,1.0,29.0,,0,,3,1933.0,4209,1911,1,28.6,3.6628
303,"Frödingsvägen 10, 3tr",3150000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,2.0,36.0,,0,,5,1932.0,5160,2988,1,31.5,3.6628
304,Rålambsvägen 69,3480000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,2.0,37.0,,0,,7,1935.0,11208,2864,1,34.8,3.6628
305,Frödingsvägen 4,3425000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,1.5,49.0,,0,,1,1931.0,7560,3283,1,34.25,3.6628
306,Frödingsvägen 10,2700000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,1.0,36.0,,0,,3,1932.0,1920,2988,1,27.0,3.6628
307,"Frödingsvägen 10, 1,5tr",3150000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,2.0,36.0,,0,,1,,4420,2988,1,31.5,3.6628
308,Rålambsvägen 48,3400000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,2.0,38.0,,0,,3,1931.0,9000,2468,1,34.0,3.6628
309,"Frödingsvägen 10, 1,5tr",3150000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,2.0,36.0,,0,,1,,4420,2988,1,31.5,3.6628
310,"Frödingsvägen 3, 1 tr",3050000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,1.0,34.0,,0,,3,1933.0,1044,2172,1,30.5,3.6628
311,"Rålambsvägen 48, 3tr",2820000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,1.0,28.0,,0,,2,1931.0,7356,1893,1,28.2,3.6628
312,Rålambsvägen 69,3350000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,2.0,37.0,,0,,4,1935.0,3000,3209,1,33.5,3.6628
313,Rålambsvägen 70,3040000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,1.0,35.0,,0,,1,1932.0,5700,2716,1,30.4,3.6628
314,"Frödingsvägen 10, 3tr",3150000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,2.0,36.0,,0,,0,1932.0,5160,2988,1,31.5,3.6628
315,"Rålambsvägen 69, 5tr",2930000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,1.0,27.0,,0,,4,1935.0,4200,2149,1,29.3,3.6628
316,Frödingsvägen 10,2600000,11256,Stockholms kommun,36628,Lägenhet,Bostadsrätt,1.5,34.0,,0,,6,1932.0,10000,2982,1,26.0,3.6628
