,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss
2848,"Lindhagensgatan 65, 1.5tr",3000000,11243.0,Stockholms kommun,35597.0,Lägenhet,Bostadsrätt,1.5,27.5,,0,,2.0,1926.0,3000.0,2119.0,1
481,Nicandervägen 7,3420000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,2.0,43,,0,,2.0,1939.0,4200.0,2536.0,1
3497,"Kristinebergsvägen 1, 4tr",3100000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,1.0,36,,0,,1.0,1927.0,7500.0,2586.0,1
2649,Creutzgatan 1,3175000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,1.0,34,,1,,1.0,1928.0,1500.0,2656.0,1
2142,Creutzgatan 5,3000000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,1.0,35,,0,,1.0,1926.0,3000.0,1844.0,1
178,Creutzgatan 1,3175000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,1.0,34,,1,,1.0,1928.0,1500.0,2656.0,1
2447,Creutzgatan 2,3420000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,1.0,40.5,,0,,2.0,1927.0,3000.0,2287.0,1
2951,Nicandervägen 7,3420000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,2.0,43,,0,,1.0,1939.0,4200.0,2536.0,1
3551,Creutzgatan 7,3300000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,1.0,35,,0,,1.0,1927.0,8820.0,2284.0,1
1080,Creutzgatan 7,3300000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,1.0,35,,0,,4.0,1927.0,8820.0,2284.0,1
2371,Creutzgatan 5,3000000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,1.0,35,,0,,1.0,1926.0,3000.0,1844.0,1
1026,"Kristinebergsvägen 1, 4tr",3100000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,1.0,36,,0,,-1.0,1927.0,7500.0,2586.0,1
2347,Creutzgatan 11,3425000,11244.0,Stockholms kommun,35637.0,Lägenhet,Bostadsrätt,1.5,39,,0,,3.0,1926.0,3000.0,2148.0,1
312,Fleminggatan 89,3240000,11245.0,Stockholms kommun,40511.0,Lägenhet,Bostadsrätt,1.0,28,,0,,1.0,1885.0,4800.0,1078.0,1
2954,Fleminggatan 89,3240000,11245.0,Stockholms kommun,40511.0,Lägenhet,Bostadsrätt,1.0,28,,0,,4.0,1885.0,4800.0,1078.0,1
2353,"Fleminggatan 107, 3 tr",3400000,11245.0,Stockholms kommun,40511.0,Lägenhet,Bostadsrätt,1.0,36,,0,,2.0,1909.0,3000.0,2294.0,1
1470,Industrigatan 9,2780000,11246.0,Stockholms kommun,50551.0,Lägenhet,Bostadsrätt,1.0,21,,0,,1.0,1933.0,6605.0,1154.0,1
3532,Industrigatan 7A,3230000,11246.0,Stockholms kommun,50551.0,Lägenhet,Bostadsrätt,2.0,42,,0,,3.0,1941.0,3000.0,3325.0,1
1722,Industrigatan 7A,3350000,11246.0,Stockholms kommun,50551.0,Lägenhet,Bostadsrätt,2.0,32,,0,,3.0,1941.0,6552.0,2533.0,1
611,"Industrigatan 7A, 2 tr",3105000,11246.0,Stockholms kommun,50551.0,Lägenhet,Bostadsrätt,2.0,36,,0,,4.0,1941.0,3000.0,2850.0,1
755,Industrigatan 9,2685000,11246.0,Stockholms kommun,50551.0,Lägenhet,Bostadsrätt,1.0,22,,0,,5.0,1933.0,5160.0,1271.0,1
3081,"Industrigatan 7A, 2 tr",3105000,11246.0,Stockholms kommun,50551.0,Lägenhet,Bostadsrätt,2.0,36,,0,,2.0,1941.0,3000.0,2850.0,1
1384,Industrigatan 9,2700000,11246.0,Stockholms kommun,50551.0,Lägenhet,Bostadsrätt,1.0,23,,0,,1.0,1933.0,3000.0,1330.0,1
1061,Industrigatan 7A,3230000,11246.0,Stockholms kommun,50551.0,Lägenhet,Bostadsrätt,2.0,42,,0,,2.0,1941.0,3000.0,3325.0,1
1768,"Alströmergatan 32I, vån 3",2950000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,27,,0,,2.0,1929.0,4800.0,1773.0,1
1787,Alströmergatan 32Q,3460000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.5,34,,0,,1.0,1928.0,3000.0,2081.0,1
662,Alströmergatan 49,2600000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,24,,0,,2.0,1929.0,3000.0,1968.0,1
2274,Alströmergatan 32 A,3500000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.5,35,,0,,4.0,1929.0,3000.0,2081.0,1
1754,"Alströmergatan 32L, 3 tr",3100000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,28,,0,,3.0,1928.0,3000.0,1773.0,1
1312,Alströmergatan 32L,3075000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,28,,0,,-1.0,1928.0,3000.0,1773.0,1
3782,Alströmergatan 32L,3075000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,28,,0,,3.0,1928.0,3000.0,1773.0,1
1715,Alströmergatan 32L,3100000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.5,28,,0,,1.0,1928.0,3000.0,1773.0,1
3504,Alströmergatan 32S,3000000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,30,,0,,2.0,1929.0,4242.0,1849.0,1
1157,Alströmergatan 32S,3000000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,30,,0,,5.0,1929.0,4242.0,1849.0,1
1033,Alströmergatan 32S,3000000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,30,,0,,1.0,1929.0,4242.0,1849.0,1
1288,Alströmergatan 32U,2900000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,25,,0,,1.0,1928.0,6000.0,1695.0,1
7640,Alströmergatan 32E,2090000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,20,,0,,0.0,1928.0,3000.0,1232.0,1
1568,"Alströmergatan 32E, 2 tr",3270000,11247.0,Stockholms kommun,39739.0,Lägenhet,Bostadsrätt,1.0,32,,0,,1.0,1929.0,3000.0,2081.0,1
3585,"Kungsholms Strand 143, 1,5 tr",3400000,11248.0,Stockholms kommun,38060.0,Lägenhet,Bostadsrätt,1.0,33,,1,,2.0,1934.0,3000.0,1545.0,1
896,Kungsholms strand 171,3450000,11248.0,Stockholms kommun,38060.0,Lägenhet,Bostadsrätt,1.0,32,,0,,2.0,1930.0,3000.0,2346.0,1
1676,Kungsholms strand 183,3450000,11248.0,Stockholms kommun,38060.0,Lägenhet,Bostadsrätt,1.0,30,,0,,1.0,1929.0,4300.0,1847.0,1
3367,Kungsholms strand 171,3450000,11248.0,Stockholms kommun,38060.0,Lägenhet,Bostadsrätt,1.0,32,,0,,4.0,1930.0,3000.0,2346.0,1
1114,"Kungsholms Strand 143, 1,5 tr",3400000,11248.0,Stockholms kommun,38060.0,Lägenhet,Bostadsrätt,1.0,33,,1,,3.0,1934.0,3000.0,1545.0,1
2965,"Igeldammsgatan 38, 2 tr",3400000,11249.0,Stockholms kommun,45100.0,Lägenhet,Bostadsrätt,2.0,35,,0,,2.0,1930.0,3000.0,2807.0,1
494,"Igeldammsgatan 38, 2 tr",3400000,11249.0,Stockholms kommun,45100.0,Lägenhet,Bostadsrätt,2.0,35,,0,,4.0,1930.0,3000.0,2807.0,1
1067,"Svarvargatan 10, 2tr",2850000,11249.0,Stockholms kommun,45100.0,Lägenhet,Bostadsrätt,1.0,24,,0,,3.0,1931.0,3000.0,1679.0,1
1794,"Svarvargatan 12, 1tr",3050000,11249.0,Stockholms kommun,45100.0,Lägenhet,Bostadsrätt,1.0,30,,0,,3.0,1930.0,3000.0,1780.0,1
1800,Igeldammsgatan 12,3025000,11249.0,Stockholms kommun,45100.0,Lägenhet,Bostadsrätt,1.0,26,,0,,2.0,1929.0,4800.0,1773.0,1
2494,"Igeldammsgatan 38, 4 tr",3460000,11249.0,Stockholms kommun,45100.0,Lägenhet,Bostadsrätt,2.0,35,,0,,2.0,1930.0,3000.0,3003.0,1
3718,"John Bergs Plan 7, 4 tr",3260000,11250.0,Stockholms kommun,32489.0,Lägenhet,Bostadsrätt,2.0,31,,0,,4.0,1937.0,3000.0,2808.0,1
1761,"John Bergs Plan 8, 4tr",3410000,11250.0,Stockholms kommun,32489.0,Lägenhet,Bostadsrätt,1.5,27,,0,,1.0,1938.0,3000.0,2531.0,1
1247,"John Bergs Plan 7, 4 tr",3260000,11250.0,Stockholms kommun,32489.0,Lägenhet,Bostadsrätt,2.0,31,,0,,1.0,1937.0,3000.0,2808.0,1
294,"John Bergs Plan 7, 2 tr",3320000,11250.0,Stockholms kommun,32489.0,Lägenhet,Bostadsrätt,1.0,31,,0,,3.0,1937.0,3000.0,2764.0,1
585,John Bergs Plan 2,2995000,11250.0,Stockholms kommun,32489.0,Lägenhet,Bostadsrätt,1.0,38,,0,,4.0,1936.0,3000.0,1754.0,1
2765,"John Bergs Plan 7, 2 tr",3320000,11250.0,Stockholms kommun,32489.0,Lägenhet,Bostadsrätt,1.0,31,,0,,2.0,1937.0,3000.0,2764.0,1
9372,John bergs plan 7,2380000,11250.0,Stockholms kommun,32489.0,Lägenhet,Bostadsrätt,1.0,21,,0,,0.0,1937.0,3000.0,1774.0,1
2618,Ola Hanssonsgatan 4,3100000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,2.0,38,,0,,1.0,1933.0,4860.0,3018.0,1
518,"Ola Hanssonsgatan 7, vån 2/3",2840000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,1.0,26,,0,,3.0,1934.0,2040.0,1950.0,1
980,Ola hanssonsgatan 3,2700000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,1.0,28,,0,,6.0,1934.0,2000.0,1880.0,1
3133,Ola Hanssonsgatan 4,3300000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,2.0,35.5,,0,,3.0,1933.0,6400.0,3117.0,1
2457,Ola Hanssonsgatan 4,3400000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,2.0,36,,0,,2.0,1933.0,3000.0,3185.0,1
1140,Levertinsgatan 5,2910000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,1.5,35,,0,,2.0,1931.0,6500.0,2423.0,1
641,Ola hanssonsgatan 9,2925000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,1.0,30,,0,,1.0,1934.0,1395.0,1883.0,1
480,Ola Hanssonsgatan 7,2900000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,1.0,28,,0,,3.0,1934.0,6000.0,2092.0,1
1320,Levertinsgatan 1,2950000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,1.5,35,,0,,1.0,1931.0,3000.0,2481.0,1
818,Ola hanssonsgatan 1,2600000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,1.0,25,,0,,2.0,1934.0,4000.0,1514.0,1
448,Ola hanssonsgatan 9,3150000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,1.5,31,,0,,3.0,1934.0,3000.0,2277.0,1
2331,"Ola Hanssonsgatan 6, vån 5/5",3500000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,2.0,37,,0,,3.0,1933.0,5200.0,3343.0,1
106,Levertinsgatan 5,2550000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,1.0,23,,0,,3.0,1931.0,4560.0,1620.0,1
147,Ola Hanssonsgatan 4,3100000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,2.0,38,,0,,0.0,1933.0,4860.0,3018.0,1
2918,Ola hanssonsgatan 9,3150000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,1.5,31,,0,,1.0,1934.0,3000.0,2277.0,1
663,Ola Hanssonsgatan 4,3300000,11252.0,Stockholms kommun,38116.0,Lägenhet,Bostadsrätt,2.0,35.5,,0,,3.0,1933.0,6400.0,3117.0,1
3213,Lidnersgatan 10,3300000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,36,,0,,3.0,1938.0,3000.0,2812.0,1
19,"Lidnersgatan 10B, 3tr",3350000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,38,,0,,3.0,1938.0,4404.0,3219.0,1
742,Lidnersgatan 10,3300000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,36,,0,,1.0,1938.0,3000.0,2812.0,1
2864,"Love Almqvists väg 4B, 5tr",3400000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,38,,0,,5.0,1934.0,5028.0,3405.0,1
775,"Lidnersplan 6, 3tr",3475000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,33,,0,,6.0,1938.0,4400.0,1808.0,1
822,"Lidnersgatan 10, 6 tr",3300000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,39.5,,0,,2.0,,4200.0,3410.0,1
2093,"Love almqvists väg 4A, vån 5/5",3250000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,37.5,,0,,4.0,1935.0,6200.0,3374.0,1
7692,Lidnersgatan 10B,2200000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,1.0,22,,0,,0.0,1938.0,3000.0,1907.0,1
1421,Lidnersgatan 12 A,2975000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,1.0,33,,0,,1.0,1938.0,3000.0,2681.0,1
3768,"Lidnersgatan 12A, Vån 5 av 6",3200000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,39.5,,0,,1.0,1938.0,6200.0,3364.0,1
394,"Love Almqvists väg 4B, 5tr",3400000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,38,,0,,1.0,1934.0,5028.0,3405.0,1
532,Lidnersgatan 10A,2735000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,1.0,33,,0,,2.0,1938.0,8618.0,2680.0,1
1328,"Lidnersgatan 10A, vån 5",3150000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,33,,0,,5.0,1938.0,6012.0,2845.0,1
2005,"Love Almqvists Väg 4A, våning 3!",3160000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,37.5,,0,,2.0,1935.0,5676.0,3339.0,1
8675,Lidnersgatan 10,2350000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,1.0,22,,0,,0.0,1938.0,4188.0,1907.0,1
3293,"Lidnersgatan 10, 6 tr",3300000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,39.5,,0,,6.0,,4200.0,3410.0,0
1687,"Lidnersgatan 12A, 5tr",3200000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,33,,0,,2.0,1938.0,3000.0,2845.0,1
1971,Lidnersgatan 10 B,3050000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,33,,0,,2.0,1938.0,3000.0,2817.0,1
1298,"Lidnersgatan 12A, Vån 5 av 6",3200000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,39.5,,0,,-1.0,1938.0,6200.0,3364.0,1
2233,"Lidnersgatan 6, 4tr",3400000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,39.5,,0,,2.0,1938.0,4800.0,3419.0,1
2284,Lidnersgatan 10A,2995000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,33,,0,,2.0,1938.0,6120.0,2757.0,1
3798,"Lidnersgatan 10A, vån 5",3150000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,33,,0,,1.0,1938.0,6012.0,2845.0,1
1717,Lidnersgatan 12A,3075000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,1.5,33,,0,,-1.0,1938.0,5741.0,2628.0,1
1728,Lidnersgatan 10A,3200000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,33,,0,,3.0,1938.0,5600.0,2817.0,1
1471,Lidnersgatan 12B,3270000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,39.5,,0,,4.0,1938.0,3000.0,3402.0,1
3246,"Lidnersplan 6, 3tr",3475000,11253.0,Stockholms kommun,36733.0,Lägenhet,Bostadsrätt,2.0,33,,0,,2.0,1938.0,4400.0,1808.0,1
1264,"Orvar Odds Väg 51, 3 tr",3400000,11254.0,Stockholms kommun,40802.0,Lägenhet,Bostadsrätt,1.5,35,,0,,2.0,1937.0,4284.0,2106.0,1
9208,Fredhällsgatan 9,2340000,11254.0,Stockholms kommun,40802.0,Lägenhet,Bostadsrätt,1.0,20,,0,,0.0,1931.0,1300.0,1143.0,0
3734,"Orvar Odds Väg 51, 3 tr",3400000,11254.0,Stockholms kommun,40802.0,Lägenhet,Bostadsrätt,1.5,35,,0,,3.0,1937.0,4284.0,2106.0,1
537,"Vitalisvägen 11, vån 2",2785000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.0,26.5,,0,,2.0,1931.0,3720.0,1866.0,1
3211,Runiusgatan 5,3260000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,38,,0,,2.0,1931.0,3000.0,1590.0,1
3186,"Adlerbethsgatan 15, 3tr",3250000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,34,,0,,2.0,1931.0,3948.0,2259.0,1
1420,Vitalisvägen 5,3330000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,39.5,,0,,4.0,1931.0,4800.0,2460.0,1
3273,Vitalisvägen 4,3100000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.0,35,,0,,0.0,,3600.0,2225.0,1
1472,Ernst Ahlgrens väg 8,3335000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,39.5,1 m²,0,,1.0,1933.0,3000.0,2642.0,1
1237,"Ernst Ahlgrens Väg 5, 2tr",3420000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,38,,0,,1.0,1931.0,10116.0,2468.0,1
1223,"Vitalisvägen 7, 2tr",3195000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,40,,0,,3.0,1931.0,4656.0,2573.0,1
3153,Adlerbethsgatan 17,3125000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,34,,0,,1.0,1931.0,3000.0,2190.0,1
1545,Adlerbethsgatan 15,3100000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,34,,0,,2.0,1931.0,1044.0,2172.0,1
1431,"Ernst Ahlgrens Väg 3, 2tr",3160000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,34,,0,,2.0,1931.0,9228.0,2259.0,0
715,"Adlerbethsgatan 15, 3tr",3250000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,34,,0,,3.0,1931.0,3948.0,2259.0,1
2276,Adlerbethsgatan 15,3180000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,34,,0,,1.0,,8904.0,2172.0,1
3117,Runiusgatan 7,3300000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,46,,0,,2.0,1931.0,3000.0,1976.0,1
1926,"Adlerbethsgatan 15, 2tr",3240000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,34,,0,,2.0,1931.0,5640.0,2259.0,1
2553,Runiusgatan 5,3240000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,47,,0,,3.0,1931.0,3000.0,2019.0,1
1927,Vitalisvägen 6,3500000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,38.5,,0,,1.0,1931.0,3000.0,2427.0,1
1,Ernst Ahlgrens väg 8,3300000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,34,,0,,5.0,1931.0,3000.0,2190.0,1
1929,Vitalisvägen 5,3450000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,38,,0,,2.0,1931.0,3000.0,2399.0,1
3708,"Ernst Ahlgrens Väg 5, 2tr",3420000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,38,,0,,1.0,1931.0,10116.0,2468.0,1
2584,"Adlerbethsgatan 17, 3tr",3275000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,34,,0,,3.0,1931.0,7920.0,2259.0,1
647,Runiusgatan 7,3300000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,46,,0,,2.0,1931.0,3000.0,1976.0,1
391,Vitalisvägen 3,3150000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,34.5,,0,,1.0,1931.0,3000.0,2198.0,1
384,"Runiusgatan 7, 1,5 tr",2940000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,38,,0,,1.0,1931.0,6120.0,1703.0,1
49,"Adlerbethsgatan 15, 4tr",3400000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,45,,0,,4.0,1931.0,8376.0,2835.0,1
2549,"Vitalisvägen 11, 2tr",3225000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,40,,0,,1.0,,6756.0,2573.0,1
682,Adlerbethsgatan 17,3125000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,34,,0,,3.0,1931.0,3000.0,2190.0,1
1845,Vitalisvägen 13,2950000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.0,33.5,,0,,1.0,1931.0,4800.0,2146.0,1
3694,"Vitalisvägen 7, 2tr",3195000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,40,,0,,1.0,1931.0,4656.0,2573.0,1
2861,Vitalisvägen 3,3150000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,34.5,,0,,2.0,1931.0,3000.0,2198.0,1
740,Runiusgatan 5,3260000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,38,,0,,1.0,1931.0,3000.0,1590.0,1
113,"Adlerbethsgatan 17, 3tr",3275000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,34,,0,,1.0,1931.0,7920.0,2259.0,1
802,Vitalisvägen 4,3100000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.0,35,,0,,0.0,,3600.0,2225.0,1
82,Runiusgatan 5,3240000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,47,,0,,1.0,1931.0,3000.0,2019.0,1
3067,"Ernst Ahlgrens Väg 4, 3tr",3240000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,34,,0,,1.0,1931.0,5604.0,2259.0,1
2520,"Adlerbethsgatan 15, 4tr",3400000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,2.0,45,,0,,4.0,1931.0,8376.0,2835.0,1
78,"Vitalisvägen 11, 2tr",3225000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,40,,0,,1.0,,6756.0,2573.0,1
1653,"Ernst Ahlgrens väg 3, 1tr.",3115000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.0,34,,0,,2.0,1932.0,6600.0,2172.0,1
597,"Ernst Ahlgrens Väg 4, 3tr",3240000,11255.0,Stockholms kommun,35302.0,Lägenhet,Bostadsrätt,1.5,34,,0,,3.0,1931.0,5604.0,2259.0,1
2291,"Rålambsvägen 48, 3tr",3000000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,2.0,33,,0,,3.0,1931.0,9828.0,2154.0,1
3116,Rålambsvägen 69,3350000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,2.0,37,,0,,1.0,1935.0,3000.0,3209.0,1
2299,Rålambsvägen 48,3450000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,2.0,36,,0,,2.0,1931.0,6100.0,2312.0,1
610,Frödingsvägen 1,2860000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,1.0,29,,0,,3.0,1933.0,4209.0,1911.0,1
2888,"Frödingsvägen 10, 3tr",3150000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,2.0,36,,0,,5.0,1932.0,5160.0,2988.0,1
1352,Rålambsvägen 69,3480000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,2.0,37,,0,,7.0,1935.0,11208.0,2864.0,1
1436,Frödingsvägen 4,3425000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,1.5,49,,0,,1.0,1931.0,7560.0,3283.0,1
572,Frödingsvägen 10,2700000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,1.0,36,,0,,3.0,1932.0,1920.0,2988.0,1
3767,"Frödingsvägen 10, 1,5tr",3150000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,2.0,36,,0,,1.0,,4420.0,2988.0,1
1588,Rålambsvägen 48,3400000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,2.0,38,,0,,3.0,1931.0,9000.0,2468.0,1
1297,"Frödingsvägen 10, 1,5tr",3150000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,2.0,36,,0,,1.0,,4420.0,2988.0,1
1610,"Frödingsvägen 3, 1 tr",3050000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,1.0,34,,0,,3.0,1933.0,1044.0,2172.0,1
762,"Rålambsvägen 48, 3tr",2820000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,1.0,28,,0,,2.0,1931.0,7356.0,1893.0,1
646,Rålambsvägen 69,3350000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,2.0,37,,0,,4.0,1935.0,3000.0,3209.0,1
1665,Rålambsvägen 70,3040000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,1.0,35,,0,,1.0,1932.0,5700.0,2716.0,1
418,"Frödingsvägen 10, 3tr",3150000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,2.0,36,,0,,0.0,1932.0,5160.0,2988.0,1
1043,"Rålambsvägen 69, 5tr",2930000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,1.0,27,,0,,4.0,1935.0,4200.0,2149.0,1
1666,Frödingsvägen 10,2600000,11256.0,Stockholms kommun,36628.0,Lägenhet,Bostadsrätt,1.5,34,,0,,6.0,1932.0,10000.0,2982.0,1
3069,Stagneliusvägen 43,3260000,11257.0,Stockholms kommun,33801.0,Lägenhet,Bostadsrätt,1.5,31,,0,,7.0,,3000.0,1345.0,1
